PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Progress and Performance Index (PPI) - High Needs Students,Insufficient data_School,Level 1_School,Level 2_School,Level 3_School,Level 4_School,Level 5_School,Insufficient data_District,Level 1_District,Level 2_District,Level 3_District,Level 4_District,Level 5_District
0,83,96,87,90,84,67,0,0,0,0,0,0,0,0,507,5.9,0.8,18.1,32.7,18.3,5.9,10.5,6.9,73.2,0.4,0.0,3.2,55.8,44.2,211.0,20.2,489.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97,46.0,70.0,67.0,0,1,0,0,0,0,0,0,0,1,0,0
0,94,84,89,86,107,82,0,0,0,0,0,0,0,0,542,6.6,2.4,12.7,27.5,15.9,5.0,9.0,6.1,75.5,0.0,0.0,4.4,48.9,51.1,260.0,19.0,558.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97,31.0,59.0,59.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,49,55,62,57,0,223,48.0,17.0,22.0,73.1,61.4,43.0,5.8,39.9,7.2,0.4,0.4,3.1,49.3,50.7,101.0,16.8,239.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,27.0,69.0,73.0,0,0,1,0,0,0,0,0,0,0,1,0
82,45,32,0,0,0,0,0,0,0,0,0,0,0,0,159,64.8,59.1,23.3,79.2,31.4,15.1,25.8,32.1,22.6,0.0,0.0,4.4,59.7,40.3,22.0,18.8,157.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
41,81,91,111,5,0,0,0,0,0,0,0,0,0,0,329,29.8,26.1,14.6,60.2,39.5,23.4,3.6,29.2,41.0,0.0,0.0,2.7,49.5,50.5,155.0,17.2,349.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
80,81,76,83,100,99,66,0,0,0,0,0,0,0,0,585,56.8,46.5,23.6,91.1,72.5,24.1,1.5,69.4,3.6,0.0,0.2,1.2,52.6,47.4,321.0,18.6,654.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,3.0,52.0,55.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,109,88,0,197,78.2,74.6,7.1,93.4,51.3,53.8,2.0,37.1,5.1,0.0,1.0,1.0,48.7,51.3,84.0,18.1,245.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,132,125,94,96,0,447,35.8,4.5,13.4,55.3,43.6,40.5,4.5,39.4,12.5,0.0,0.0,3.1,36.2,63.8,249.0,14.6,433.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,21.0,78.0,77.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,7,4,27,62,91,1,193,39.4,15.5,17.6,77.2,66.3,43.0,1.0,39.4,14.5,1.0,0.0,1.0,51.8,48.2,15.0,31.1,259.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,123,132,120,121,4,500,61.0,24.6,22.0,77.2,56.0,36.0,4.8,51.2,5.8,0.4,0.0,1.8,51.2,48.8,226.0,16.5,502.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,23.0,70.0,62.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,158,83,69,68,0,378,100.0,79.6,4.2,99.5,60.3,47.4,3.4,45.5,1.9,0.0,0.8,1.1,51.9,48.1,168.0,15.3,518.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,95.0,95.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,386,387,424,407,420,379,0,2403,32.7,3.2,2.1,20.8,15.7,8.0,29.0,12.1,46.9,0.1,0.0,3.8,45.1,54.9,790.0,25.8,2429.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,96.0,97.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,262,269,303,293,303,268,0,1698,41.6,1.8,2.9,36.6,31.7,22.7,21.9,22.6,29.3,0.4,0.2,2.9,41.9,58.1,680.0,17.9,1690.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,91.0,92.0,87.0,0,0,1,0,0,0,0,0,0,0,1,0
21,21,20,24,32,34,28,46,35,35,0,0,0,0,0,296,24.3,13.5,21.6,56.1,39.9,23.0,2.7,39.5,31.1,0.3,0.0,3.4,51.4,48.6,132.0,18.6,325.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,25.0,81.0,82.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,203,189,213,192,14,811,59.3,41.6,23.8,86.2,61.0,44.3,3.1,45.7,5.4,0.4,0.1,1.0,60.3,39.7,321.0,17.8,958.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,2.0,48.0,65.0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,3,1,2,5,3,9,6,29,55.2,31.0,100.0,100.0,75.9,51.7,13.8,17.2,13.8,0.0,3.4,0.0,62.1,37.9,1.0,27.0,27.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
21,78,74,97,95,72,70,0,0,0,0,0,0,0,0,507,37.1,32.5,15.0,82.4,68.2,75.1,1.2,18.1,1.6,1.0,0.2,2.8,51.1,48.9,279.0,18.6,592.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,17.0,64.0,63.0,0,0,1,0,0,0,0,0,0,0,1,0
54,92,87,98,102,80,45,0,0,0,0,0,0,0,0,558,45.2,40.3,21.0,73.8,55.4,19.2,1.4,60.8,14.2,0.0,0.2,4.3,53.2,46.8,296.0,18.9,584.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,10.0,39.0,36.0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,259,188,225,195,43,910,61.9,41.5,25.3,87.4,62.9,33.1,17.0,43.5,5.2,0.1,0.0,1.1,60.1,39.9,451.0,15.2,952.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,9.0,65.0,66.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,97,110,128,0,0,0,0,0,335,68.4,42.4,31.6,88.7,58.5,13.1,7.5,68.1,9.6,0.0,0.0,1.8,54.3,45.7,185.0,19.4,397.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,8.0,41.0,41.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2,13,16,13,0,44,15.9,9.1,18.2,75.0,72.7,68.2,0.0,25.0,2.3,0.0,0.0,4.5,88.6,11.4,51.0,7.6,76.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,87,76,116,63,23,365,45.8,31.0,36.2,86.6,66.8,69.6,3.3,23.3,2.2,0.0,0.0,1.6,54.0,46.0,172.0,16.6,442.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,6.0,52.0,48.0,0,0,0,1,0,0,0,0,0,0,1,0
106,89,87,82,110,120,90,109,70,85,0,0,0,0,0,948,47.5,36.5,26.2,69.6,52.2,18.7,2.5,53.8,20.1,0.0,0.1,4.7,49.6,50.4,368.0,19.0,950.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,21.0,47.0,40.0,0,0,0,1,0,0,0,0,0,0,1,0
29,34,33,53,54,68,38,0,0,0,0,0,0,0,0,309,76.4,66.7,21.0,89.3,56.3,1.0,0.6,81.2,16.5,0.0,0.0,0.6,52.4,47.6,158.0,16.8,365.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,19.0,79.0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
28,14,13,16,10,7,4,4,0,0,0,0,0,0,0,96,59.4,49.0,10.4,71.9,33.3,1.0,0.0,62.5,30.2,0.0,0.0,6.3,49.0,51.0,75.0,6.6,87.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
43,81,78,73,59,60,44,0,0,0,0,0,0,0,0,438,44.3,37.4,13.7,87.2,75.6,35.8,0.2,59.6,2.5,0.2,0.0,1.6,49.8,50.2,178.0,18.6,483.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,3.0,42.0,49.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,58,52,53,48,39,40,19,0,309,65.0,48.2,12.9,85.4,61.5,67.3,0.3,26.5,1.6,0.6,0.0,3.6,55.0,45.0,177.0,13.9,277.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,25.0,77.0,71.0,0,0,0,0,1,0,0,0,0,0,1,0
25,38,40,44,47,71,48,46,42,51,0,0,0,0,0,452,22.6,17.5,31.0,62.4,41.4,30.8,1.1,36.9,24.8,0.2,0.4,5.8,48.5,51.5,179.0,22.9,461.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,31.0,69.0,69.0,0,0,0,1,0,0,0,0,0,0,1,0
19,59,68,85,73,88,69,103,76,92,0,0,0,0,0,732,84.8,59.4,13.0,88.3,50.3,2.2,0.5,89.2,7.2,0.0,0.0,0.8,51.2,48.8,315.0,19.2,722.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,30.0,84.0,86.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,40,18,12,29,0,99,33.3,8.1,34.3,77.8,72.7,61.6,1.0,32.3,4.0,0.0,0.0,1.0,45.5,54.5,115.0,10.7,124.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,0,0,0,0,1,0,0,0,0,0,1,0
44,38,39,35,33,0,0,0,0,0,0,0,0,0,0,189,56.6,54.0,21.2,84.7,63.0,50.3,1.1,42.9,3.2,1.1,0.0,1.6,55.6,44.4,54.0,18.2,190.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,60.0,68.75151108126259,0,0,1,0,0,0,0,0,0,0,1,0
74,46,49,48,0,0,0,0,0,0,0,0,0,0,0,217,26.3,25.8,25.8,63.1,37.3,25.8,13.8,17.5,40.1,0.0,0.5,2.3,47.9,52.1,47.0,25.1,225.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,95.0,83.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,39,50,38,52,59,60,67,60,45,30,5,505,25.1,11.5,42.6,80.4,54.7,43.2,6.7,25.7,21.6,0.2,0.2,2.4,54.7,45.3,211.0,17.1,413.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,15.0,74.0,68.0,0,0,0,1,0,0,0,0,0,0,1,0
46,37,31,0,0,0,0,0,0,0,0,0,0,0,0,114,43.0,40.4,22.8,71.9,46.5,22.8,7.9,49.1,14.0,0.9,0.0,5.3,54.4,45.6,23.0,17.4,95.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
51,65,54,0,0,0,0,0,0,0,0,0,0,0,0,170,63.5,55.3,22.4,84.1,49.4,5.9,1.2,62.4,28.2,0.0,0.0,2.4,55.3,44.7,42.0,17.9,183.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,365,393,368,354,16,1496,76.7,43.4,15.4,80.2,46.0,6.9,1.3,77.7,12.8,0.6,0.0,0.8,56.7,43.3,460.0,17.7,1588.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,6.0,66.0,63.0,0,0,0,1,0,0,0,0,0,0,1,0
20,53,53,85,77,73,82,85,73,87,0,0,0,0,0,688,61.2,48.5,21.9,84.9,59.2,19.9,15.7,45.3,15.7,0.6,0.1,2.6,54.4,45.6,371.0,19.8,855.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,18.0,50.0,45.0,0,0,0,1,0,0,0,0,0,0,1,0
17,39,38,40,50,50,44,0,0,0,0,0,0,0,0,278,46.8,34.9,14.7,83.5,62.6,42.8,19.1,30.6,4.0,0.4,0.0,3.2,52.9,47.1,91.0,20.9,295.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,11.0,76.0,81.0,0,0,0,1,0,0,0,0,0,0,1,0
38,77,77,85,65,71,44,48,26,27,0,0,0,0,0,558,16.1,9.7,20.3,38.7,20.4,9.5,6.8,19.7,58.1,0.2,0.2,5.6,50.7,49.3,288.0,18.7,520.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,76.0,55.0,51.0,0,1,0,0,0,0,0,0,0,0,1,0
24,41,41,41,39,35,23,0,0,0,0,0,0,0,0,244,27.5,23.8,22.5,52.9,34.8,22.5,0.4,33.6,36.1,0.0,0.0,7.4,52.5,47.5,81.0,18.4,237.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,3.0,84.0,59.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,134,120,160,110,1,525,53.9,29.7,27.4,84.4,64.6,37.7,21.9,28.8,9.7,0.4,0.4,1.1,61.9,38.1,247.0,17.0,587.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,3.0,54.0,57.0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,107,96,76,81,0,360,50.8,20.0,19.7,66.9,48.3,33.9,3.6,55.3,5.3,0.0,0.3,1.7,47.2,52.8,107.0,21.9,342.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,37.0,75.0,76.0,0,1,0,0,0,0,0,0,0,0,1,0
41,40,42,40,44,47,44,54,48,53,0,0,0,0,0,453,30.5,17.9,25.2,65.1,43.7,33.1,2.2,43.0,20.1,0.0,0.2,1.3,49.0,51.0,122.0,23.0,472.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,47.0,61.0,52.0,0,0,1,0,0,0,0,0,0,0,1,0
25,45,38,44,37,43,46,49,39,35,0,0,0,0,0,401,66.8,48.9,23.2,82.0,51.4,12.0,5.2,64.8,13.5,0.0,0.5,4.0,53.1,46.9,142.0,16.9,387.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,21.0,56.0,55.0,0,0,0,1,0,0,0,0,0,0,1,0
19,23,45,27,53,25,30,0,0,0,0,0,0,0,0,222,32.4,24.8,32.9,66.7,48.2,36.5,2.7,39.2,18.9,0.0,0.0,2.7,56.3,43.7,137.0,15.1,232.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.0,91.0,88.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2,18,41,163,1,225,55.1,24.0,12.9,75.1,60.0,30.7,0.0,61.8,4.9,0.9,0.0,1.8,53.8,46.2,67.0,15.3,267.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,0,0,0,1,0,0,0,0,0,0,1,0
38,54,58,77,108,94,66,0,0,0,0,0,0,0,0,495,56.4,47.1,21.6,91.3,74.5,23.0,29.1,34.5,10.1,0.2,0.2,2.8,55.8,44.2,285.0,16.8,532.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,22.0,79.0,79.0,0,1,0,0,0,0,0,0,0,0,1,0
47,72,68,0,0,0,0,0,0,0,0,0,0,0,0,187,50.3,47.6,13.4,86.6,68.4,52.4,2.1,38.5,2.1,1.1,0.0,3.7,52.9,47.1,61.0,16.5,181.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
20,44,37,41,32,37,28,0,0,0,0,0,0,0,0,239,27.6,20.5,5.0,76.2,66.1,42.7,2.1,42.7,7.1,0.0,0.4,5.0,49.8,50.2,99.0,21.6,286.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,9.0,81.0,71.0,0,0,0,0,1,0,0,0,0,0,1,0
28,45,50,50,0,0,0,0,0,0,0,0,0,0,0,173,43.9,41.0,28.9,91.3,75.7,41.0,0.6,53.8,1.2,0.0,0.6,2.9,54.3,45.7,73.0,17.7,196.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,0,1,0
0,2,3,56,79,78,39,22,47,29,0,0,0,0,0,355,27.0,19.4,27.0,88.2,78.9,51.5,0.8,40.3,1.7,0.6,0.0,5.1,55.2,44.8,221.0,18.1,438.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,7.0,50.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0
6,8,5,9,0,9,2,6,7,3,10,10,6,7,2,90,60.0,44.4,97.8,100.0,73.3,37.8,6.7,41.1,11.1,0.0,0.0,3.3,61.1,38.9,119.0,5.8,106.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,17.0,42.0,41.0,0,0,1,0,0,0,0,0,0,0,1,0
19,40,40,42,44,39,48,0,0,0,0,0,0,0,0,272,84.2,73.5,12.5,93.0,53.3,0.7,2.6,91.2,4.0,0.0,0.0,1.5,51.5,48.5,80.0,23.1,296.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,15.0,62.0,59.0,0,0,0,1,0,0,0,0,0,0,1,0
48,91,87,80,84,94,79,69,57,76,0,0,0,0,0,765,48.1,36.6,21.2,82.5,63.1,38.4,11.0,39.1,8.1,0.3,0.0,3.1,57.5,42.5,398.0,18.4,855.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,19.0,44.0,58.0,0,0,0,1,0,0,0,0,0,0,1,0
39,76,84,100,109,131,127,115,65,0,0,0,0,0,0,846,43.3,34.0,21.7,79.8,64.7,34.9,7.4,31.6,22.5,0.1,0.5,3.1,50.5,49.5,458.0,20.1,869.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,9.0,70.0,66.0,0,0,0,1,0,0,0,0,0,0,1,0
42,50,45,42,42,52,23,0,0,0,0,0,0,0,0,296,21.3,17.6,26.4,79.7,67.9,64.2,1.7,26.7,3.7,0.0,0.0,3.7,55.1,44.9,143.0,15.5,331.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,2.0,62.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0
49,59,58,61,63,62,46,0,0,0,0,0,0,0,0,398,71.4,63.3,9.0,85.2,49.7,5.0,2.0,69.1,22.4,0.0,0.0,1.5,48.5,51.5,77.0,17.3,415.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,33.0,87.0,84.0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,99,117,155,0,0,0,0,0,371,59.0,37.5,24.0,87.3,70.4,29.4,1.6,65.8,0.5,0.0,0.3,2.4,53.1,46.9,179.0,21.0,473.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,5.0,38.0,37.0,0,0,0,1,0,0,0,0,0,0,1,0
0,45,51,61,93,97,91,97,50,53,0,0,0,0,0,638,57.8,47.6,20.2,85.3,68.5,27.7,2.2,62.1,6.1,0.0,0.2,1.7,50.3,49.7,358.0,16.8,658.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,9.0,47.0,41.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,100,109,136,143,1,489,49.7,34.4,12.1,82.6,61.1,72.8,0.6,22.5,3.3,0.0,0.0,0.8,51.9,48.1,184.0,18.2,554.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,11.0,89.0,90.0,0,0,0,1,0,0,0,0,0,0,1,0
13,25,22,43,25,25,19,0,0,0,0,0,0,0,0,172,23.3,19.2,12.2,60.5,47.7,40.7,1.2,32.6,22.1,0.0,0.6,2.9,52.9,47.1,53.0,22.0,168.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,25.0,47.0,64.0,0,0,1,0,0,0,0,0,0,0,1,0
26,56,58,65,57,67,53,0,0,0,0,0,0,0,0,382,57.6,51.0,15.4,86.1,68.6,20.4,1.0,71.5,4.7,0.0,0.0,2.4,50.0,50.0,202.0,15.6,417.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,12.0,61.0,75.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,136,143,165,0,0,0,0,0,444,55.4,30.2,24.1,89.2,72.5,32.0,7.2,55.0,5.0,0.0,0.0,0.9,51.4,48.6,371.0,19.4,596.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,20.0,66.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0
