PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Progress and Performance Index (PPI) - High Needs Students,Insufficient data_School,Level 1_School,Level 2_School,Level 3_School,Level 4_School,Level 5_School,Insufficient data_District,Level 1_District,Level 2_District,Level 3_District,Level 4_District,Level 5_District
41,118,111,116,0,0,0,0,0,0,0,0,0,0,0,386,2.3,2.3,21.2,35.0,17.6,1.0,2.1,7.3,85.8,0.0,0.3,3.6,53.1,46.9,215.0,23.6,519.0,7578542.0,74592.0,102.0,18017701.86,1563.3,11525.43,21420286.86,1724.1,12424.04,51.69046073977936,36.0,32.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,134,125,141,0,0,0,0,0,0,0,0,400,4.0,2.3,17.8,31.0,17.3,1.0,1.3,7.3,86.5,0.8,0.8,2.5,50.8,49.3,240.53263850795392,18.320570488206254,523.5156335710368,7578542.0,74592.0,102.0,18017701.86,1563.3,11525.43,21420286.86,1724.1,12424.04,51.69046073977936,72.28346951602765,68.75151108126259,0,0,0,0,0,0,0,0,1,0,0,0
0,61,73,90,117,80,63,0,0,0,0,0,0,0,0,484,59.9,31.4,7.4,78.9,54.5,8.1,16.5,65.1,5.8,0.4,0.0,4.1,49.4,50.6,86.0,24.4,517.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,17.0,64.0,53.0,0,0,0,1,0,0,0,0,0,1,0,0
0,31,41,45,56,45,41,0,0,0,0,0,0,0,0,259,18.5,3.5,8.5,49.0,43.2,15.8,5.4,33.6,36.3,0.8,0.0,8.1,47.9,52.1,50.0,21.6,261.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,58.0,55.0,62.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,452,447,397,0,0,0,0,0,1296,59.2,11.3,16.0,65.7,53.2,9.9,11.0,60.1,15.0,0.5,0.0,3.4,52.3,47.7,552.0,22.5,1262.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,13.0,69.0,71.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,42,67,64,56,53,0,0,0,0,0,0,0,0,282,41.1,18.4,8.5,71.6,58.5,10.6,12.1,55.0,16.3,0.4,0.0,5.7,51.1,48.9,72.0,20.4,287.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,25.0,69.0,74.0,0,0,1,0,0,0,0,0,0,1,0,0
13,54,46,58,52,58,31,0,0,0,0,0,0,0,0,312,22.8,3.2,41.0,58.0,38.5,14.1,6.4,24.4,45.5,0.0,0.0,9.6,61.5,38.5,99.0,14.9,303.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,53.0,56.0,53.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,401,441,382,338,7,1569,58.1,14.3,12.0,57.6,43.8,11.9,11.7,50.9,22.8,0.2,0.1,2.4,52.9,47.1,557.0,19.9,1539.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,14.0,55.0,51.0,0,0,0,1,0,0,0,0,0,1,0,0
0,111,106,91,105,110,100,0,0,0,0,0,0,0,0,623,66.8,38.7,10.1,86.0,62.6,10.0,6.9,76.9,4.2,0.0,0.0,2.1,50.7,49.3,137.0,22.1,598.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,11.0,70.0,71.0,0,0,0,1,0,0,0,0,0,1,0,0
85,87,96,115,101,93,90,0,0,0,0,0,0,0,0,667,56.7,27.6,16.0,82.5,64.9,9.3,6.9,72.6,9.0,0.0,0.0,2.2,52.6,47.4,152.0,21.7,655.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,23.0,79.0,79.0,0,1,0,0,0,0,0,0,0,1,0,0
66,224,1,2,1,2,2,0,0,0,0,0,0,0,0,298,46.3,27.5,22.1,77.9,59.1,10.7,9.7,61.7,13.4,0.7,0.0,3.7,53.7,46.3,86.0,17.1,312.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,65,79,69,74,77,73,0,0,0,0,0,0,0,0,437,28.4,10.5,15.6,55.6,44.4,6.6,10.5,40.5,36.4,0.9,0.0,5.0,53.5,46.5,103.0,22.4,454.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,50.0,76.0,82.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,11,17,195,29,30,26,0,308,75.3,56.2,17.5,94.2,52.3,5.2,1.6,79.5,11.4,0.3,0.0,1.9,62.0,38.0,181.0,12.3,294.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,3.0,53.0,68.75151108126259,0,0,0,1,0,0,0,0,0,1,0,0
0,59,79,96,71,90,80,0,0,0,0,0,0,0,0,475,45.5,20.2,11.2,73.7,58.9,8.8,7.8,63.6,17.3,0.0,0.0,2.5,50.1,49.9,95.0,21.2,491.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,42.0,72.0,68.0,0,0,1,0,0,0,0,0,0,1,0,0
0,109,109,111,124,117,121,0,0,0,0,0,0,0,0,691,55.7,30.0,11.0,78.6,59.8,10.6,10.3,67.0,8.5,0.1,0.1,3.3,49.9,50.1,122.0,22.7,684.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,11.0,49.0,48.0,0,0,0,1,0,0,0,0,0,1,0,0
51,54,69,62,74,83,81,0,0,0,0,0,0,0,0,474,33.1,11.0,21.5,67.1,54.2,16.9,8.4,46.0,21.7,0.0,0.0,7.0,54.4,45.6,104.0,19.0,509.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,12.0,58.0,64.0,0,0,0,1,0,0,0,0,0,1,0,0
0,38,30,49,46,51,34,0,0,0,0,0,0,0,0,248,37.5,17.3,11.3,62.9,46.8,6.5,10.1,55.2,20.6,0.0,0.0,7.7,50.0,50.0,56.0,23.1,258.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,47.0,65.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,440,385,433,338,2,1598,60.1,19.3,11.5,62.3,44.3,9.7,8.1,60.3,18.8,0.1,0.0,2.9,52.4,47.6,660.0,18.6,1681.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,22.0,63.0,64.0,0,0,0,1,0,0,0,0,0,1,0,0
43,0,0,0,0,0,0,3,0,0,264,229,214,187,29,969,62.2,11.2,24.8,68.2,48.7,8.6,6.0,66.9,15.9,0.2,0.0,2.5,57.9,42.1,681.0,15.8,895.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,14.0,83.0,89.0,0,0,0,1,0,0,0,0,0,1,0,0
0,20,22,34,23,29,35,0,0,0,0,0,0,0,0,163,9.8,1.8,17.2,35.6,25.2,1.2,2.5,17.8,65.6,1.8,0.0,11.0,49.1,50.9,42.0,20.2,166.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,78.0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,209,202,207,0,0,0,0,0,618,31.1,4.0,19.1,49.5,38.3,7.0,9.7,37.5,40.0,0.8,0.0,5.0,52.4,47.6,288.0,21.1,618.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,39.0,76.0,79.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,118,83,100,115,92,0,0,0,0,0,0,0,0,508,64.6,36.0,7.9,80.5,56.1,6.9,7.5,77.4,5.7,0.2,0.0,2.4,51.2,48.8,86.0,24.5,517.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,18.0,55.0,56.0,0,0,0,1,0,0,0,0,0,1,0,0
0,39,47,57,51,54,38,0,0,0,0,0,0,0,0,286,30.8,14.0,22.0,57.0,36.0,8.7,4.9,49.0,33.9,0.0,0.0,3.5,57.3,42.7,66.0,17.2,278.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,63.0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,387,423,353,0,0,0,0,0,1163,60.2,13.8,15.8,70.1,55.5,9.5,8.6,66.9,11.4,0.5,0.0,3.1,52.3,47.7,414.0,24.0,1105.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,10.0,64.0,68.0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,86,92,85,94,67,0,0,0,0,0,0,0,0,424,60.4,31.6,5.7,75.5,54.5,9.9,6.1,72.2,7.1,0.0,0.0,4.7,49.3,50.7,87.0,25.6,440.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,28.0,58.0,58.0,0,0,1,0,0,0,0,0,0,1,0,0
0,76,90,81,91,82,48,0,0,0,0,0,0,0,0,468,57.1,33.5,10.9,82.3,65.8,12.0,6.2,74.4,3.8,0.2,0.0,3.4,49.8,50.2,102.0,22.2,449.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,6.0,76.0,70.0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,4,9,11,4,10,9,0,0,0,0,0,0,0,48,18.8,2.1,95.8,100.0,75.0,10.4,2.1,60.4,25.0,0.0,0.0,2.1,89.6,10.4,31.0,6.6,57.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,51.69046073977936,100.0,68.75151108126259,0,1,0,0,0,0,0,0,0,1,0,0
29,94,100,96,116,106,90,0,0,0,0,0,0,0,0,631,63.9,33.9,8.1,77.3,60.1,6.0,13.3,73.2,4.6,0.0,0.0,2.9,50.6,49.4,106.0,24.4,634.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,16.0,80.0,88.0,0,0,0,1,0,0,0,0,0,1,0,0
0,82,92,81,78,80,0,0,0,0,0,0,0,0,0,413,12.1,2.7,11.4,20.1,7.5,1.7,9.7,6.5,79.2,0.0,0.0,2.9,46.0,54.0,80.0,20.7,414.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,99.0,100.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,146,168,160,154,0,628,3.5,0.0,14.8,21.3,7.8,2.1,3.0,3.5,90.1,0.0,0.0,1.3,48.9,51.1,272.0,16.4,643.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,95.0,91.0,95.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,174,157,177,190,0,0,0,0,0,698,3.3,0.0,22.3,27.2,6.3,1.3,3.7,4.0,88.5,0.0,0.0,2.4,51.1,48.9,349.0,18.8,700.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,79.0,83.0,54.0,0,0,1,0,0,0,0,0,1,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4.3,0.0,53.2,57.4,10.6,0.0,4.3,6.4,80.9,0.0,0.0,8.5,55.3,44.7,4.0,12.5,49.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,68,86,97,81,89,0,0,0,0,0,0,0,0,0,421,4.0,1.2,12.6,17.8,3.8,2.4,4.3,4.3,88.4,0.0,0.0,0.7,58.7,41.3,91.0,20.8,437.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,99.0,100.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0
54,72,96,95,73,73,93,96,92,94,93,72,81,61,0,1145,60.0,34.2,19.3,76.1,56.4,45.9,1.3,46.7,3.5,0.5,0.1,1.9,47.7,52.3,206.0,26.5,1032.0,56251775.13680045,74036.64104013567,707.8530243075184,151809656.3227093,9376.335633484165,14573.855820135748,173119799.51861992,10466.07262443439,15038.254949095022,66.0,64.0,62.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,49,48,0,97,9.3,0.0,0.0,5.2,5.2,1.0,42.3,0.0,52.6,0.0,0.0,4.1,54.6,45.4,21.0,16.3,49.0,56251775.13680045,74036.64104013567,707.8530243075184,151809656.3227093,9376.335633484165,14573.855820135748,173119799.51861992,10466.07262443439,15038.254949095022,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,1,0,0,0,0,0
0,114,102,108,91,116,95,88,85,84,0,0,0,0,0,883,58.0,25.7,11.6,64.9,41.8,14.5,37.5,11.6,32.0,0.1,0.2,4.1,48.9,51.1,334.0,23.3,900.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,61.0,76.0,69.0,0,0,1,0,0,0,0,0,0,1,0,0
0,98,96,107,102,126,92,94,94,103,0,0,0,0,0,912,53.5,20.5,11.1,69.5,47.8,20.8,19.0,29.4,25.9,0.3,0.0,4.6,49.1,50.9,368.0,24.4,947.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,52.0,79.0,72.0,0,0,1,0,0,0,0,0,0,1,0,0
0,59,64,76,68,81,63,64,51,56,0,0,0,0,0,582,32.6,10.7,23.9,58.4,38.8,19.4,9.6,24.4,41.2,0.0,0.3,5.0,50.7,49.3,316.0,18.2,568.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,42.0,60.0,55.0,0,0,1,0,0,0,0,0,0,1,0,0
0,89,95,107,106,116,105,103,87,89,0,0,0,0,0,897,44.5,12.5,21.6,61.9,43.5,20.7,21.9,17.2,36.0,0.3,0.0,3.9,53.2,46.8,465.0,18.1,893.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,76.0,65.0,59.0,0,0,1,0,0,0,0,0,0,1,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,51.8,0.0,33.8,56.9,40.5,14.0,37.5,7.4,35.8,0.0,0.0,5.4,55.5,44.5,22.0,16.4,361.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,473,447,484,429,0,1833,52.5,14.7,14.1,58.3,39.9,21.2,23.4,22.9,28.6,0.4,0.1,3.4,50.6,49.4,635.0,19.1,1811.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,20.0,79.0,67.0,0,0,0,1,0,0,0,0,0,1,0,0
0,126,158,141,136,134,132,130,146,114,0,0,0,0,0,1217,65.1,38.3,8.6,78.1,52.8,22.8,19.3,31.0,23.4,0.2,0.0,3.2,52.0,48.0,548.0,22.1,1247.0,37808499.0,83740.0,452.0,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,46.0,62.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0
0,29,28,37,46,43,42,0,0,0,0,0,0,0,0,225,4.0,2.2,8.4,22.7,13.8,0.0,0.4,1.3,95.6,0.0,0.0,2.7,50.2,49.8,73.0,20.1,249.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,74.0,66.0,68.75151108126259,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,115,103,98,108,0,424,2.6,0.9,9.7,18.4,8.0,0.2,0.7,0.7,97.9,0.0,0.0,0.5,43.9,56.1,239.0,13.4,433.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,96.0,99.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,123,132,131,0,0,0,0,0,386,1.0,0.3,12.4,19.2,7.3,0.0,2.1,0.8,96.4,0.0,0.0,0.8,51.3,48.7,195.0,20.1,387.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,81.0,66.0,61.0,0,0,1,0,0,0,0,0,1,0,0,0
12,41,39,51,66,79,73,0,0,0,0,0,0,0,0,361,1.1,0.0,10.0,14.4,5.0,0.3,0.0,1.1,98.1,0.0,0.0,0.6,51.8,48.2,113.0,19.1,381.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,92.0,88.0,54.0,0,0,1,0,0,0,0,0,1,0,0,0
0,232,245,233,0,0,0,0,0,0,0,0,0,0,0,710,5.8,4.1,9.9,22.3,13.1,3.0,7.7,5.4,79.0,0.1,0.0,4.8,53.2,46.8,145.0,20.7,721.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,318,318,376,0,0,0,0,0,1012,4.6,0.4,16.4,25.3,12.2,2.9,4.9,3.8,84.5,0.0,0.0,4.0,51.8,48.2,436.0,18.7,1050.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,75.0,78.0,68.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,270,268,297,0,0,0,0,0,0,0,0,835,4.4,2.0,14.9,26.9,14.4,3.4,5.9,5.4,83.2,0.1,0.0,2.0,53.2,46.8,193.0,22.7,862.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,68.0,62.0,59.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,319,334,311,343,8,1315,4.4,0.7,11.5,18.7,9.1,2.5,3.6,3.3,87.9,0.3,0.2,2.2,49.4,50.6,856.0,14.3,1326.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,86.0,91.0,74.0,0,0,1,0,0,0,0,0,1,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1.2,0.0,43.0,48.8,16.3,4.7,9.3,5.8,75.6,0.0,0.0,4.7,54.7,45.3,6.0,17.8,107.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,147,6.8,6.1,7.5,20.4,11.6,0.7,2.0,9.5,84.4,0.0,0.7,2.7,54.4,45.6,64.0,18.5,149.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,1,0,0,0
36,93,65,81,66,0,0,0,0,0,0,0,0,0,0,341,6.7,5.6,19.1,26.7,7.3,1.2,1.5,5.9,88.6,0.0,0.0,2.9,56.6,43.4,124.0,18.3,360.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,51.69046073977936,100.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,79,88,0,0,0,0,0,0,0,0,0,0,167,6.6,6.0,15.6,28.1,12.0,1.2,3.0,9.6,80.8,0.0,0.0,5.4,50.9,49.1,58.0,21.4,178.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,51.69046073977936,100.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,64,58,78,67,0,0,0,0,0,0,0,0,0,0,267,7.1,7.1,13.9,25.8,10.9,2.6,2.2,10.9,80.5,0.0,0.0,3.7,55.4,44.6,111.0,19.1,288.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,51.69046073977936,100.0,68.75151108126259,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,255,267,245,278,6,1051,4.8,1.4,20.5,26.2,8.8,3.7,1.6,5.4,87.7,0.1,0.0,1.4,46.1,53.9,622.0,14.2,1060.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,85.0,91.0,84.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,246,257,0,0,0,0,0,503,4.8,2.6,20.3,27.8,8.7,2.6,1.2,5.6,87.9,0.0,0.0,2.8,47.5,52.5,287.0,19.3,508.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,93.0,94.0,70.0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,229,212,227,0,0,0,0,0,0,0,668,8.2,5.5,20.5,28.6,9.9,4.0,1.3,5.7,86.1,0.3,0.0,2.5,52.8,47.2,263.0,25.1,676.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,78.0,61.0,49.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,49,47,50,44,40,0,0,0,0,0,230,4.8,4.8,21.3,28.7,3.0,2.6,2.6,2.2,90.0,0.9,0.0,1.7,57.4,42.6,91.0,19.5,230.0,56251775.13680045,74036.64104013567,707.8530243075184,151809656.3227093,9376.335633484165,14573.855820135748,173119799.51861992,10466.07262443439,15038.254949095022,84.0,91.0,71.0,0,0,1,0,0,0,0,0,1,0,0,0
27,51,65,53,63,68,63,68,0,0,0,0,0,0,0,458,1.7,0.7,19.0,35.2,21.8,2.4,1.7,2.0,87.6,0.2,0.0,6.1,51.5,48.5,167.0,19.4,466.0,2738775.0,82742.0,33.0,6444516.54,432.4,14904.06,7083247.66,443.3,15978.45,80.0,89.0,86.0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,364,309,294,318,0,0,0,0,0,1285,41.6,11.1,20.0,54.0,34.9,2.9,2.8,46.1,44.5,0.0,0.0,3.7,51.8,48.2,995.0,17.4,1355.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,30.0,56.0,59.0,0,0,1,0,0,0,0,0,0,1,0,0
0,177,183,164,160,152,0,0,0,0,0,0,0,0,0,836,47.6,29.9,12.8,60.6,35.9,2.3,7.4,42.1,45.9,0.5,0.0,1.8,51.6,48.4,238.0,23.8,813.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,29.0,51.0,53.0,0,0,1,0,0,0,0,0,0,1,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,48.2,31.7,32.9,61.0,22.0,6.1,15.9,18.9,54.3,0.0,0.0,4.9,57.9,42.1,17.0,11.8,175.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,51.69046073977936,72.28346951602765,68.75151108126259,1,0,0,0,0,0,0,0,0,1,0,0
0,114,106,146,123,132,0,0,0,0,0,0,0,0,0,621,42.7,28.5,16.6,56.8,32.5,5.0,2.3,40.4,49.3,0.0,0.0,3.1,52.7,47.3,210.0,21.6,650.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,39.0,68.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,248,292,290,252,9,1091,37.0,11.8,15.4,46.1,28.0,3.3,3.8,41.8,49.8,0.1,0.0,1.3,51.1,48.9,609.0,13.5,1138.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,18.0,67.0,47.0,0,0,0,1,0,0,0,0,0,1,0,0
0,87,106,105,117,113,0,0,0,0,0,0,0,0,0,528,48.7,33.5,10.8,64.6,37.3,4.2,2.5,54.0,35.2,0.2,0.0,4.0,49.6,50.4,196.0,19.9,558.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,13.0,54.0,51.0,0,0,0,1,0,0,0,0,0,1,0,0
75,50,61,47,45,64,37,0,0,0,0,0,0,0,0,379,2.6,1.3,17.7,30.9,16.1,0.5,1.8,3.2,92.1,0.3,0.8,1.3,49.6,50.4,78.0,17.8,408.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,84.0,89.0,84.0,0,1,0,0,0,0,0,0,1,0,0,0
0,47,41,42,37,38,49,0,0,0,0,0,0,0,0,254,0.0,0.0,14.6,20.9,9.1,0.0,0.0,0.4,97.6,0.0,0.0,2.0,61.8,38.2,48.0,20.8,250.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,91.0,89.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,345,347,324,0,0,0,0,0,1016,1.6,0.5,15.0,24.3,12.6,0.1,1.0,2.7,94.9,0.1,0.1,1.2,52.7,47.3,550.0,18.9,1039.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,73.0,69.0,50.0,0,0,1,0,0,0,0,0,1,0,0,0
0,66,72,53,69,92,71,0,0,0,0,0,0,0,0,423,0.5,0.2,14.4,23.9,13.2,0.5,0.2,2.6,93.6,0.0,0.0,3.1,49.6,50.4,88.0,19.5,429.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,90.0,89.0,72.0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,347,358,354,311,0,1370,1.7,0.6,14.0,22.7,10.2,0.9,0.8,2.2,95.1,0.2,0.1,0.7,49.8,50.2,582.0,18.2,1335.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,67.0,77.0,69.0,0,0,1,0,0,0,0,0,1,0,0,0
54,60,51,68,67,80,62,0,0,0,0,0,0,0,0,442,6.8,4.5,17.9,29.6,13.6,0.5,2.9,4.5,89.6,0.9,0.0,1.6,50.9,49.1,91.0,19.3,485.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,88.0,90.0,70.0,0,0,1,0,0,0,0,0,1,0,0,0
